timestamp,sensor_id,temperature,humidity,air_quality,anomaly
2025-12-03 09:00:00,1,35.0,64.75649683202042,100.0,True
2025-12-03 09:01:00,1,25.56868190043967,39.527303878192726,55.0,False
2025-12-03 09:02:00,1,28.006365159740568,57.5479868419057,71.0,False
2025-12-03 09:03:00,1,27.20132603333803,65.1562095602336,54.0,False
2025-12-03 09:04:00,1,22.34368810221083,43.97580373199763,65.0,False
2025-12-03 09:05:00,1,20.77969854735559,,62.0,False
2025-12-03 09:06:00,1,26.83764568881115,64.87175659822256,52.0,False
2025-12-03 09:07:00,1,23.876345268958385,54.32523512721444,54.0,False
2025-12-03 09:08:00,1,22.04146612962722,37.60475428751007,,False
2025-12-03 09:09:00,1,25.191080283969526,56.63838864284225,291.0,True
2025-12-03 09:10:00,1,28.795925198194933,35.13148735004445,279.0,True
2025-12-03 09:11:00,1,48.65836226164743,32.881564064725865,82.0,True
2025-12-03 09:12:00,1,28.89310005922909,43.9360240445568,73.0,False
2025-12-03 09:13:00,1,21.778768022407984,38.67930257487022,190.0,True
2025-12-03 09:14:00,1,21.64907660999928,44.062958823462054,83.0,False
2025-12-03 09:15:00,1,28.71442041553012,30.179155965649734,65.0,False
2025-12-03 09:16:00,1,25.146198377466273,94.10062789940054,69.0,True
2025-12-03 09:17:00,1,23.89749057208117,33.40333604339742,84.0,False
2025-12-03 09:18:00,1,20.14940282158716,60.12443124622777,85.0,False
2025-12-03 09:19:00,1,23.41299687989829,66.69534928980872,88.0,False
2025-12-03 09:20:00,1,24.33052912415694,33.01353236831663,65.0,False
2025-12-03 09:21:00,1,20.996696722063746,44.57988965823516,82.0,False
2025-12-03 09:22:00,1,24.86524300454842,32.192058504549266,85.0,False
2025-12-03 09:23:00,1,21.674668742700835,,55.0,False
2025-12-03 09:24:00,1,22.53881377845791,56.61109614960157,58.0,False
2025-12-03 09:25:00,1,23.45256770280027,43.45495723155656,65.0,False
2025-12-03 09:26:00,1,29.79914341212639,30.652106121386524,83.0,False
2025-12-03 09:27:00,1,26.625618302955885,60.34746979492253,89.0,False
2025-12-03 09:28:00,1,21.374553012740304,53.536885711707924,76.0,False
2025-12-03 09:29:00,1,26.929712287278704,61.348158406966796,70.0,False
2025-12-03 09:30:00,1,25.16082882801564,66.3373200658055,63.0,False
2025-12-03 09:31:00,1,24.32654436345095,38.37613946436282,53.0,False
2025-12-03 09:32:00,1,25.091204164876906,45.756743566384856,53.0,False
2025-12-03 09:33:00,1,27.999571503809527,62.13283438343683,65.0,False
2025-12-03 09:34:00,1,28.165871461811797,37.185943509037735,73.0,False
2025-12-03 09:35:00,1,27.284812560906307,54.24595958536949,81.0,False
2025-12-03 09:36:00,1,27.3375467542202,40.80330366326443,57.0,False
2025-12-03 09:37:00,1,24.434197501137263,30.54685284001396,72.0,False
2025-12-03 09:38:00,1,20.358199881784522,31.635779530923685,161.0,True
2025-12-03 09:39:00,1,29.18244122231706,61.075943051714674,51.0,False
2025-12-03 09:40:00,1,23.903944975295445,54.522298969595056,72.0,False
2025-12-03 09:41:00,1,29.905513565437914,66.26246114226296,88.0,False
2025-12-03 09:42:00,1,24.286130218948603,53.477099335850696,77.0,False
2025-12-03 09:43:00,1,24.76051516799646,30.95460714417382,74.0,False
2025-12-03 09:44:00,1,29.311637311296337,58.96646110886613,59.0,False
2025-12-03 09:45:00,1,25.435521954490753,48.7382991677967,56.0,False
2025-12-03 09:46:00,1,23.575721869611954,56.60627409701615,80.0,False
2025-12-03 09:47:00,1,24.394613891991924,48.99678476951124,57.0,False
2025-12-03 09:48:00,1,20.93752231811173,51.75764658975001,71.0,False
2025-12-03 09:49:00,1,29.258987083724236,40.31038700269241,64.0,False
2025-12-03 09:50:00,1,21.350079481302824,35.0975869719508,70.0,False
2025-12-03 09:51:00,1,28.25586151052422,,58.0,False
2025-12-03 09:52:00,1,,51.58365009799125,81.0,False
2025-12-03 09:53:00,1,25.943171189722936,,84.0,False
2025-12-03 09:54:00,1,49.69365767828709,55.253584691633705,61.0,True
2025-12-03 09:55:00,1,22.13584599687571,38.66792832543412,66.0,False
2025-12-03 09:56:00,1,26.38958245541778,64.35350352701064,63.0,False
2025-12-03 09:57:00,1,27.088369430143104,39.46423994295813,79.0,False
2025-12-03 09:58:00,1,24.579615449803015,35.58708692459913,55.0,False
2025-12-03 09:59:00,1,25.57104121270465,54.62505321221889,84.0,False
2025-12-03 10:00:00,1,23.65653231542962,57.55436186681407,69.0,False
2025-12-03 10:01:00,1,26.555964856132814,,77.0,True
2025-12-03 10:02:00,1,26.833147672795853,46.20425373745829,50.0,False
2025-12-03 10:03:00,1,28.352315382112632,38.248717849016295,57.0,False
2025-12-03 10:04:00,1,27.4246641222105,66.52919966920399,71.0,False
2025-12-03 10:05:00,1,43.63528191582573,59.56212595400264,68.0,True
2025-12-03 10:06:00,1,20.46686945607024,56.150995601336845,,False
2025-12-03 10:07:00,1,20.89009332872455,67.25993233149899,88.0,False
2025-12-03 10:08:00,1,29.564251741257053,34.094342056243164,64.0,False
2025-12-03 10:09:00,1,21.92790595413338,46.06798554999512,73.0,False
2025-12-03 10:10:00,1,26.424087341230727,67.80686581654363,80.0,False
2025-12-03 10:11:00,1,28.478888897438885,43.83483402861992,61.0,False
2025-12-03 10:12:00,1,25.09562214937483,48.21043994747707,70.0,False
2025-12-03 10:13:00,1,22.72619046385514,35.50624477281109,52.0,False
2025-12-03 10:14:00,1,24.51418078266935,66.27800797970043,52.0,False
2025-12-03 10:15:00,1,28.505561380198753,45.759370057038595,67.0,False
2025-12-03 10:16:00,1,25.638541018340987,30.962557501680983,64.0,False
